"h_a","xG","xGA","npxG","npxGA","ppda","ppda_allowed","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","league","season","teams"
"h",4.0137,0.543171,3.2524,0.543171,11.6842105263158,15.6111111111111,18,3,5,1,2.935,"w","2024-10-05 16:00:00",1,0,0,3,2.709229,"Serie_A","2024","Atalanta"
"a",1.83371,0.881872,1.83371,0.881872,11.2777777777778,12.625,12,6,2,0,2.1011,"w","2024-10-20 13:00:00",1,0,0,3,0.951838,"Serie_A","2024","Atalanta"
"h",3.84122,0.22446,3.84122,0.22446,10.05,18.3636363636364,14,1,6,1,2.9714,"w","2024-10-26 18:45:00",1,0,0,3,3.61676,"Serie_A","2024","Atalanta"
"h",1.65221,0.0805941,1.65221,0.0805941,9.6969696969697,12.6666666666667,10,2,2,0,2.6309,"w","2024-10-30 19:45:00",1,0,0,3,1.5716159,"Serie_A","2024","Atalanta"
"a",1.50982,0.611112,1.50982,0.611112,15.6666666666667,12.6153846153846,5,10,3,0,2.1116,"w","2024-11-03 11:30:00",1,0,0,3,0.898708,"Serie_A","2024","Atalanta"
"h",1.60488,0.90914,1.60488,0.90914,10,8.59259259259259,4,4,2,1,1.9338,"w","2024-11-10 11:30:00",1,0,0,3,0.69574,"Serie_A","2024","Atalanta"
"a",3.54363,0.622186,3.54363,0.622186,13.952380952381,16.9473684210526,4,2,3,1,2.904,"w","2024-11-23 19:45:00",1,0,0,3,2.921444,"Serie_A","2024","Atalanta"
"a",1.76696,0.667881,1.76696,0.667881,13.65,9.3448275862069,7,1,2,0,2.2507,"w","2024-12-02 19:45:00",1,0,0,3,1.099079,"Serie_A","2024","Atalanta"
"h",2.62823,0.899516,2.62823,0.899516,13.5833333333333,26.7777777777778,6,4,2,1,2.5428,"w","2024-12-06 19:45:00",1,0,0,3,1.728714,"Serie_A","2024","Atalanta"
"a",2.37449,1.90937,2.37449,1.90937,11.6111111111111,13.0869565217391,5,3,1,0,1.71,"w","2024-12-14 14:00:00",1,0,0,3,0.46512,"Serie_A","2024","Atalanta"
"h",2.08379,1.21827,2.08379,0.456967,12.7857142857143,16.4,3,5,3,2,2.0108,"w","2024-12-22 17:00:00",1,0,0,3,1.626823,"Serie_A","2024","Atalanta"
"a",2.98315,0.564499,2.98315,0.564499,8.21739130434783,16.3684210526316,5,2,1,1,2.8708,"d","2024-12-28 19:45:00",0,1,0,1,2.418651,"Serie_A","2024","Atalanta"
"a",0.233045,2.05217,0.233045,2.05217,8.17241379310345,14.8,4,3,0,0,0.1374,"d","2025-01-11 14:00:00",0,1,0,1,-1.819125,"Serie_A","2024","Atalanta"
"h",1.5823,2.27956,1.5823,2.27956,9.60714285714286,16.5454545454545,12,8,1,1,0.9237,"d","2025-01-14 19:45:00",0,1,0,1,-0.69726,"Serie_A","2024","Atalanta"
"h",0.709505,1.2536,0.709505,1.2536,7.38888888888889,14.5,4,2,2,3,0.8253,"l","2025-01-18 19:45:00",0,0,1,0,-0.544095,"Serie_A","2024","Atalanta"
"a",1.04831,0.704371,1.04831,0.704371,13.3809523809524,11.8181818181818,7,7,2,1,1.6963,"w","2025-01-25 14:00:00",1,0,0,3,0.343939,"Serie_A","2024","Atalanta"
"h",3.35128,0.629596,2.58998,0.629596,10.4736842105263,22.5333333333333,10,1,1,1,2.8719,"d","2025-02-01 17:00:00",0,1,0,1,1.960384,"Serie_A","2024","Atalanta"
"a",2.14751,1.78844,2.14751,1.78844,18.0833333333333,22.5294117647059,7,4,5,0,1.6151,"w","2025-02-08 17:00:00",1,0,0,3,0.35907,"Serie_A","2024","Atalanta"
"h",0.473748,0.123294,0.473748,0.123294,10.3703703703704,20.3846153846154,9,2,0,0,1.6336,"d","2025-02-15 14:00:00",0,1,0,1,0.350454,"Serie_A","2024","Atalanta"
"a",2.50618,0.775943,2.50618,0.775943,8,17.2857142857143,6,5,5,0,2.6417,"w","2025-02-23 17:00:00",1,0,0,3,1.730237,"Serie_A","2024","Atalanta"
"h",3.34552,0.359199,3.34552,0.359199,7.48,12.0952380952381,11,2,0,0,2.9047,"d","2025-03-01 14:00:00",0,1,0,1,2.986321,"Serie_A","2024","Atalanta"
"a",3.93513,0.940693,3.17383,0.940693,20.3157894736842,8.43478260869565,8,6,4,0,2.918,"w","2025-03-09 19:45:00",1,0,0,3,2.233137,"Serie_A","2024","Atalanta"
"h",0.682065,2.28143,0.682065,2.28143,12.3636363636364,10.304347826087,7,9,0,2,0.3757,"l","2025-03-16 19:45:00",0,0,1,0,-1.599365,"Serie_A","2024","Atalanta"
"a",0.918743,1.92673,0.918743,1.92673,11.0454545454545,36.8571428571429,5,2,0,1,0.5873,"l","2025-03-30 14:00:00",0,0,1,0,-1.007987,"Serie_A","2024","Atalanta"
"h",1.04022,0.523108,1.04022,0.523108,8.22222222222222,23.5,10,4,0,1,1.8548,"l","2025-04-06 16:00:00",0,0,1,0,0.517112,"Serie_A","2024","Atalanta"
"h",1.15847,0.546815,1.15847,0.546815,12.6190476190476,8.23809523809524,2,5,2,0,1.9824,"w","2025-04-13 10:30:00",1,0,0,3,0.611655,"Serie_A","2024","Atalanta"
"a",2.07826,0.495327,2.07826,0.495327,18.9411764705882,23.8333333333333,10,6,1,0,2.6119,"w","2025-04-20 18:45:00",1,0,0,3,1.582933,"Serie_A","2024","Atalanta"
"h",2.45836,1.45404,1.69706,0.692743,7.21428571428571,17.2,18,1,1,1,2.1158,"d","2025-04-27 18:45:00",0,1,0,1,1.004317,"Serie_A","2024","Atalanta"
"a",3.05078,0.827428,3.05078,0.827428,21.7692307692308,16.3076923076923,14,1,4,0,2.6929,"w","2025-05-04 13:00:00",1,0,0,3,2.223352,"Serie_A","2024","Atalanta"
"h",2.87542,0.572288,2.87542,0.572288,10.3125,13.15,6,3,2,1,2.7599,"w","2025-05-12 18:45:00",1,0,0,3,2.303132,"Serie_A","2024","Atalanta"
"a",1.56926,1.44057,1.56926,1.44057,10.75,9.66666666666667,8,0,3,2,1.4491,"w","2025-05-18 13:00:00",1,0,0,3,0.12869,"Serie_A","2024","Atalanta"
"h",1.90265,2.82535,1.90265,2.82535,14.5625,14.3684210526316,9,9,2,3,0.8537,"l","2025-05-25 18:45:00",0,0,1,0,-0.9227,"Serie_A","2024","Atalanta"
"h",0.578573,0.327848,0.578573,0.327848,10.0357142857143,5.42857142857143,0,2,0,0,1.5191,"d","2024-08-17 18:45:00",0,1,0,1,0.250725,"Serie_A","2024","Empoli"
"a",3.0773,2.04246,2.31601,2.04246,18.5789473684211,5.85,3,13,2,1,2.0892,"w","2024-08-25 18:45:00",1,0,0,3,0.27355,"Serie_A","2024","Empoli"
"a",1.11428,1.35876,1.11428,1.35876,13.8,4.7741935483871,0,2,1,1,1.1121,"d","2024-08-31 16:30:00",0,1,0,1,-0.24448,"Serie_A","2024","Empoli"
"h",0.601249,0.726024,0.601249,0.726024,20.2727272727273,13.7857142857143,6,3,0,0,1.2221,"d","2024-09-14 16:00:00",0,1,0,1,-0.124775,"Serie_A","2024","Empoli"
"a",1.02688,1.68655,1.02688,1.68655,12.5789473684211,5.73913043478261,1,7,2,0,0.8752,"w","2024-09-20 16:30:00",1,0,0,3,-0.65967,"Serie_A","2024","Empoli"
"h",0.44778,1.25438,0.44778,1.25438,15.9090909090909,7.20833333333333,1,6,0,0,0.6591,"d","2024-09-29 16:00:00",0,1,0,1,-0.8066,"Serie_A","2024","Empoli"
"a",0.912844,2.0459,0.912844,1.19334,9.82608695652174,5.26666666666667,2,7,1,2,0.4374,"l","2024-10-06 13:00:00",0,0,1,0,-0.280496,"Serie_A","2024","Empoli"
"h",1.00465,1.31758,1.00465,0.556286,10.8333333333333,11.8095238095238,8,5,0,1,1.0005,"l","2024-10-20 10:30:00",0,0,1,0,0.448364,"Serie_A","2024","Empoli"
"a",0.14913,1.43623,0.14913,0.674927,16.3888888888889,11.6842105263158,3,4,1,1,0.2226,"d","2024-10-27 11:30:00",0,1,0,1,-0.525797,"Serie_A","2024","Empoli"
"h",0.319674,1.68832,0.319674,1.68832,31.25,5.27272727272727,0,14,0,3,0.3392,"l","2024-10-30 17:30:00",0,0,1,0,-1.368646,"Serie_A","2024","Empoli"
"h",0.723897,0.41675,0.723897,0.41675,9.73333333333333,10.3888888888889,5,1,1,0,1.6334,"w","2024-11-04 17:30:00",1,0,0,3,0.307147,"Serie_A","2024","Empoli"
"a",0.610497,1.41905,0.610497,1.41905,7.36666666666667,8.89473684210526,2,5,1,1,0.7207,"d","2024-11-08 19:45:00",0,1,0,1,-0.808553,"Serie_A","2024","Empoli"
"h",0.166889,1.09285,0.166889,1.09285,23.4705882352941,7.80952380952381,0,8,1,1,0.4817,"d","2024-11-25 17:00:00",0,1,0,1,-0.925961,"Serie_A","2024","Empoli"
"a",0.400556,2.02293,0.400556,2.02293,12.6190476190476,8.3,1,15,0,3,0.2946,"l","2024-11-30 17:00:00",0,0,1,0,-1.622374,"Serie_A","2024","Empoli"
"a",1.2903,0.895085,1.2903,0.895085,11.5,12.4,2,7,4,1,1.7137,"w","2024-12-08 14:00:00",1,0,0,3,0.395215,"Serie_A","2024","Empoli"
"h",0.953691,1.36089,0.953691,1.36089,8.85,11.85,4,2,0,1,0.9898,"l","2024-12-13 19:45:00",0,0,1,0,-0.407199,"Serie_A","2024","Empoli"
"a",1.21827,2.08379,0.456967,2.08379,16.4,12.7857142857143,5,3,2,3,0.7433,"l","2024-12-22 17:00:00",0,0,1,0,-1.626823,"Serie_A","2024","Empoli"
"h",1.42691,2.01725,0.665612,2.01725,6.8,10.84,8,4,1,2,0.8969,"l","2024-12-28 14:00:00",0,0,1,0,-1.351638,"Serie_A","2024","Empoli"
"a",1.52251,0.455526,1.52251,0.455526,6.13888888888889,9.36363636363636,9,3,1,1,2.2636,"d","2025-01-04 14:00:00",0,1,0,1,1.066984,"Serie_A","2024","Empoli"
"h",2.31529,1.57649,2.31529,1.57649,6.19354838709677,5.06666666666667,5,7,1,3,1.9421,"l","2025-01-11 14:00:00",0,0,1,0,0.7388,"Serie_A","2024","Empoli"
"a",0.412045,1.6401,0.412045,1.6401,28.6428571428571,6.5,2,18,1,3,0.4075,"l","2025-01-19 19:45:00",0,0,1,0,-1.228055,"Serie_A","2024","Empoli"
"h",0.83399,0.898773,0.83399,0.898773,8.17857142857143,6.15789473684211,4,3,1,1,1.3151,"d","2025-01-25 19:45:00",0,1,0,1,-0.064783,"Serie_A","2024","Empoli"
"a",0.94947,2.00759,0.94947,2.00759,10.6190476190476,5.26666666666667,0,3,1,4,0.6095,"l","2025-02-02 11:30:00",0,0,1,0,-1.05812,"Serie_A","2024","Empoli"
"h",0.668788,1.90573,0.668788,1.90573,9.46428571428571,7.75,4,9,0,2,0.4986,"l","2025-02-08 17:00:00",0,0,1,0,-1.236942,"Serie_A","2024","Empoli"
"a",2.47474,2.90516,2.47474,2.90516,9.06666666666667,7.23076923076923,5,10,0,3,1.1052,"l","2025-02-16 14:00:00",0,0,1,0,-0.43042,"Serie_A","2024","Empoli"
"h",0.775943,2.50618,0.775943,2.50618,17.2857142857143,8,5,6,0,5,0.2345,"l","2025-02-23 17:00:00",0,0,1,0,-1.730237,"Serie_A","2024","Empoli"
"a",1.00977,0.229571,1.00977,0.229571,8.31034482758621,6.13333333333333,8,2,1,1,2.2121,"d","2025-03-02 14:00:00",0,1,0,1,0.780199,"Serie_A","2024","Empoli"
"h",0.0771894,2.99912,0.0771894,2.99912,20.6111111111111,13.2352941176471,2,7,0,1,0.0285,"l","2025-03-09 17:00:00",0,0,1,0,-2.9219306,"Serie_A","2024","Empoli"
"a",1.73375,0.701071,1.73375,0.701071,8.8695652173913,18.4444444444444,4,2,0,1,2.1869,"l","2025-03-15 19:45:00",0,0,1,0,1.032679,"Serie_A","2024","Empoli"
"a",1.78514,1.93663,1.78514,1.93663,14.5217391304348,11.7777777777778,4,8,1,1,1.2593,"d","2025-03-29 14:00:00",0,1,0,1,-0.15149,"Serie_A","2024","Empoli"
"h",0.386589,0.162801,0.386589,0.162801,6.71428571428571,5.66666666666667,3,3,0,0,1.5328,"d","2025-04-06 13:00:00",0,1,0,1,0.223788,"Serie_A","2024","Empoli"
"a",1.37277,2.13717,1.37277,2.13717,12.9,11,6,9,0,3,0.8655,"l","2025-04-14 18:45:00",0,0,1,0,-0.7644,"Serie_A","2024","Empoli"
"h",1.14666,1.48453,1.14666,1.48453,6.96153846153846,7.46666666666667,8,5,2,2,1.0472,"d","2025-04-20 13:00:00",0,1,0,1,-0.33787,"Serie_A","2024","Empoli"
"a",0.465943,0.655092,0.465943,0.655092,7.79310344827586,9.94117647058824,1,4,1,2,1.0761,"l","2025-04-27 13:00:00",0,0,1,0,-0.189149,"Serie_A","2024","Empoli"
"h",0.18325,1.12653,0.18325,1.12653,11.1428571428571,10.3529411764706,4,4,0,1,0.4317,"l","2025-05-04 10:30:00",0,0,1,0,-0.94328,"Serie_A","2024","Empoli"
"h",0.989813,0.404689,0.989813,0.404689,9.09090909090909,6.25,4,1,2,1,1.8493,"w","2025-05-10 18:45:00",1,0,0,3,0.585124,"Serie_A","2024","Empoli"
"a",1.95845,1.03178,1.95845,1.03178,14.75,10.5714285714286,9,6,3,1,2.1155,"w","2025-05-18 18:45:00",1,0,0,3,0.92667,"Serie_A","2024","Empoli"
"h",1.23351,0.833807,1.23351,0.833807,4.86666666666667,9.23076923076923,3,1,1,2,1.7431,"l","2025-05-25 18:45:00",0,0,1,0,0.399703,"Serie_A","2024","Empoli"
"a",0.81313,1.83796,0.81313,1.83796,10.9166666666667,10.2083333333333,4,3,1,1,0.6009,"d","2024-08-17 16:30:00",0,1,0,1,-1.02483,"Serie_A","2024","Fiorentina"
"h",0.660213,1.01295,0.660213,1.01295,8.85185185185185,10,8,3,0,0,0.9572,"d","2024-08-25 16:30:00",0,1,0,1,-0.352737,"Serie_A","2024","Fiorentina"
"h",2.41541,0.489982,2.41541,0.489982,9.21052631578947,11.9333333333333,5,2,2,2,2.7037,"d","2024-09-01 16:30:00",0,1,0,1,1.925428,"Serie_A","2024","Fiorentina"
"a",1.96392,2.4507,1.96392,2.4507,12.45,9.36,4,1,2,3,1.0374,"l","2024-09-15 13:00:00",0,0,1,0,-0.48678,"Serie_A","2024","Fiorentina"
"h",2.85634,1.14467,1.33374,1.14467,16.4285714285714,10.7272727272727,4,1,2,1,2.5478,"w","2024-09-22 10:30:00",1,0,0,3,0.18907,"Serie_A","2024","Fiorentina"
"a",1.25438,0.44778,1.25438,0.44778,7.20833333333333,15.9090909090909,6,1,0,0,2.0502,"d","2024-09-29 16:00:00",0,1,0,1,0.8066,"Serie_A","2024","Fiorentina"
"h",1.94286,2.83446,1.18156,1.31187,16.1875,5.85185185185185,1,5,2,1,0.7903,"w","2024-10-06 18:45:00",1,0,0,3,-0.13031,"Serie_A","2024","Fiorentina"
"a",2.21676,0.223823,2.21676,0.223823,9.83333333333333,22.3333333333333,10,3,6,0,2.7817,"w","2024-10-20 13:00:00",1,0,0,3,1.992937,"Serie_A","2024","Fiorentina"
"h",4.56893,0.657353,3.80763,0.657353,20.1764705882353,7.84615384615385,7,10,5,1,2.9778,"w","2024-10-27 19:45:00",1,0,0,3,3.150277,"Serie_A","2024","Fiorentina"
"a",0.909048,0.848655,0.909048,0.848655,14,13.6818181818182,8,5,1,0,1.4171,"w","2024-10-31 17:30:00",1,0,0,3,0.0603929999999999,"Serie_A","2024","Fiorentina"
"a",0.523302,0.590362,0.523302,0.590362,30.1818181818182,13.2222222222222,3,4,1,0,1.2227,"w","2024-11-03 14:00:00",1,0,0,3,-0.06706,"Serie_A","2024","Fiorentina"
"h",2.77034,0.53544,2.77034,0.53544,11.4285714285714,10.6363636363636,8,2,3,1,2.757,"w","2024-11-10 14:00:00",1,0,0,3,2.2349,"Serie_A","2024","Fiorentina"
"a",0.947266,1.27005,0.947266,1.27005,15.6521739130435,12.5789473684211,5,3,2,0,1.0189,"w","2024-11-24 14:00:00",1,0,0,3,-0.322784,"Serie_A","2024","Fiorentina"
"h",0.412045,1.00073,0.412045,1.00073,12.695652173913,8.71428571428571,4,5,1,0,0.6787,"w","2024-12-08 11:30:00",1,0,0,3,-0.588685,"Serie_A","2024","Fiorentina"
"a",1.14307,2.32266,1.14307,2.32266,8.40909090909091,6.11538461538461,2,4,0,1,0.612,"l","2024-12-15 14:00:00",0,0,1,0,-1.17959,"Serie_A","2024","Fiorentina"
"h",1.55716,0.858846,0.795858,0.858846,19.25,13.75,8,8,1,2,1.9723,"l","2024-12-23 17:30:00",0,0,1,0,-0.062988,"Serie_A","2024","Fiorentina"
"a",1.02946,1.74742,1.02946,1.74742,15.5238095238095,7.19047619047619,2,5,2,2,0.8066,"d","2024-12-29 17:00:00",0,1,0,1,-0.71796,"Serie_A","2024","Fiorentina"
"h",0.877617,1.59728,0.877617,0.835982,9.03333333333333,9.23809523809524,8,4,0,3,0.7494,"l","2025-01-04 17:00:00",0,0,1,0,0.041635,"Serie_A","2024","Fiorentina"
"a",1.60714,0.988429,0.845844,0.988429,7.86363636363636,11.0909090909091,11,3,1,2,1.9083,"l","2025-01-13 19:45:00",0,0,1,0,-0.142585,"Serie_A","2024","Fiorentina"
"h",1.81758,0.540016,1.81758,0.540016,8.6551724137931,13.2105263157895,13,3,1,1,2.3412,"d","2025-01-19 11:30:00",0,1,0,1,1.277564,"Serie_A","2024","Fiorentina"
"a",1.20023,2.01121,1.20023,2.01121,20.7333333333333,6.73913043478261,3,16,2,1,0.8033,"w","2025-01-26 19:45:00",1,0,0,3,-0.81098,"Serie_A","2024","Fiorentina"
"h",0.695448,1.96523,0.695448,1.96523,9.52,11.2857142857143,4,8,2,1,0.4843,"w","2025-02-02 14:00:00",1,0,0,3,-1.269782,"Serie_A","2024","Fiorentina"
"h",1.05274,0.589261,1.05274,0.589261,22.9333333333333,7.94444444444444,1,10,3,0,1.7864,"w","2025-02-06 19:30:00",1,0,0,3,0.463479,"Serie_A","2024","Fiorentina"
"a",1.03291,1.87526,0.271614,1.87526,19.9166666666667,7.88461538461539,3,9,1,2,0.7194,"l","2025-02-10 19:45:00",0,0,1,0,-1.603646,"Serie_A","2024","Fiorentina"
"h",0.431215,0.875449,0.431215,0.875449,11.96,6.53658536585366,5,6,0,2,0.8817,"l","2025-02-16 11:30:00",0,0,1,0,-0.444234,"Serie_A","2024","Fiorentina"
"a",1.15567,0.450798,1.15567,0.450798,13.8,10.6206896551724,2,4,0,1,1.9874,"l","2025-02-23 14:00:00",0,0,1,0,0.704872,"Serie_A","2024","Fiorentina"
"h",1.43821,1.11638,0.676912,1.11638,16.4375,10.4347826086957,4,3,1,0,1.6469,"w","2025-02-28 19:45:00",1,0,0,3,-0.439468,"Serie_A","2024","Fiorentina"
"a",1.05617,2.93764,1.05617,2.93764,23.75,14.5,4,16,1,2,0.3215,"l","2025-03-09 14:00:00",0,0,1,0,-1.88147,"Serie_A","2024","Fiorentina"
"h",0.508254,0.597644,0.508254,0.597644,17.7894736842105,10.9473684210526,1,6,3,0,1.1723,"w","2025-03-16 17:00:00",1,0,0,3,-0.08939,"Serie_A","2024","Fiorentina"
"h",1.92673,0.918743,1.92673,0.918743,36.8571428571429,11.0454545454545,2,5,1,0,2.1878,"w","2025-03-30 14:00:00",1,0,0,3,1.007987,"Serie_A","2024","Fiorentina"
"a",3.04937,2.17819,3.04937,2.17819,14.3888888888889,12.45,7,11,2,2,1.9703,"d","2025-04-05 18:45:00",0,1,0,1,0.87118,"Serie_A","2024","Fiorentina"
"h",0.670714,0.616318,0.670714,0.616318,17.3846153846154,15.8636363636364,3,1,0,0,1.3534,"d","2025-04-13 13:00:00",0,1,0,1,0.054396,"Serie_A","2024","Fiorentina"
"a",0.701424,0.367407,0.701424,0.367407,11.8888888888889,12.4090909090909,5,5,2,1,1.6319,"w","2025-04-23 16:30:00",1,0,0,3,0.334017,"Serie_A","2024","Fiorentina"
"h",0.655092,0.465943,0.655092,0.465943,9.94117647058824,7.79310344827586,4,1,2,1,1.5,"w","2025-04-27 13:00:00",1,0,0,3,0.189149,"Serie_A","2024","Fiorentina"
"a",0.760529,1.00134,0.760529,1.00134,14.2105263157895,17.6842105263158,5,8,0,1,1.1071,"l","2025-05-04 16:00:00",0,0,1,0,-0.240811,"Serie_A","2024","Fiorentina"
"a",0.994541,2.25991,0.994541,2.25991,5.74074074074074,12.1111111111111,9,5,1,2,0.5134,"l","2025-05-12 16:30:00",0,0,1,0,-1.265369,"Serie_A","2024","Fiorentina"
"h",1.43018,1.51953,1.43018,1.51953,12.875,8,2,8,3,2,1.306,"w","2025-05-18 18:45:00",1,0,0,3,-0.08935,"Serie_A","2024","Fiorentina"
"a",3.06465,1.61711,3.06465,1.61711,12.1428571428571,12.9090909090909,5,3,3,2,2.3091,"w","2025-05-25 18:45:00",1,0,0,3,1.44754,"Serie_A","2024","Fiorentina"
"h",2.1004,0.876602,2.1004,0.876602,16.5882352941176,41.6666666666667,7,3,2,2,2.299,"d","2024-08-17 18:45:00",0,1,0,1,1.223798,"Serie_A","2024","AC Milan"
"a",2.09812,2.46266,2.09812,2.46266,8.66666666666667,26.4545454545455,10,7,1,2,1.0941,"l","2024-08-24 16:30:00",0,0,1,0,-0.36454,"Serie_A","2024","AC Milan"
"a",1.34242,2.32967,1.34242,2.32967,12.5789473684211,13.5714285714286,5,6,2,2,0.6311,"d","2024-08-31 18:45:00",0,1,0,1,-0.98725,"Serie_A","2024","AC Milan"
"h",2.18898,0.263269,0.666383,0.263269,9.11111111111111,20.7368421052632,7,3,4,0,2.8226,"w","2024-09-14 18:45:00",1,0,0,3,0.403114,"Serie_A","2024","AC Milan"
"a",2.75751,0.941382,2.75751,0.941382,37,11,8,6,2,1,2.5038,"w","2024-09-22 18:45:00",1,0,0,3,1.816128,"Serie_A","2024","AC Milan"
"h",2.43265,0.462274,2.43265,0.462274,13.3333333333333,23,9,4,3,0,2.6803,"w","2024-09-27 18:45:00",1,0,0,3,1.970376,"Serie_A","2024","AC Milan"
"a",2.83446,1.94286,1.31187,1.18156,5.85185185185185,16.1875,5,1,1,2,1.9975,"l","2024-10-06 18:45:00",0,0,1,0,0.13031,"Serie_A","2024","AC Milan"
"h",1.20398,0.522785,1.20398,0.522785,22.5,11.1052631578947,7,6,1,0,2.0166,"w","2024-10-19 16:00:00",1,0,0,3,0.681195,"Serie_A","2024","AC Milan"
"h",0.568256,0.956912,0.568256,0.956912,7.12903225806452,18.4117647058824,4,6,0,2,0.9505,"l","2024-10-29 19:45:00",0,0,1,0,-0.388656,"Serie_A","2024","AC Milan"
"a",2.91043,1.23293,2.91043,1.23293,11.1818181818182,16.5,8,2,1,0,2.4878,"w","2024-11-02 19:45:00",1,0,0,3,1.6775,"Serie_A","2024","AC Milan"
"a",2.77604,1.90363,2.77604,1.90363,13.75,29.3333333333333,13,5,3,3,1.999,"d","2024-11-09 17:00:00",0,1,0,1,0.87241,"Serie_A","2024","AC Milan"
"h",0.306342,0.811307,0.306342,0.811307,12.0666666666667,12.3,1,2,0,0,0.7447,"d","2024-11-23 17:00:00",0,1,0,1,-0.504965,"Serie_A","2024","AC Milan"
"h",2.02293,0.400556,2.02293,0.400556,8.3,12.6190476190476,15,1,3,0,2.5554,"w","2024-11-30 17:00:00",1,0,0,3,1.622374,"Serie_A","2024","AC Milan"
"a",0.899516,2.62823,0.899516,2.62823,26.7777777777778,13.5833333333333,4,6,1,2,0.3132,"l","2024-12-06 19:45:00",0,0,1,0,-1.728714,"Serie_A","2024","AC Milan"
"h",1.28243,0.204497,1.28243,0.204497,11.5217391304348,11.9230769230769,10,6,0,0,2.3209,"d","2024-12-15 19:45:00",0,1,0,1,1.077933,"Serie_A","2024","AC Milan"
"a",1.37505,0.649472,1.37505,0.649472,9.66666666666667,10.2222222222222,5,5,1,0,2.0065,"w","2024-12-20 19:45:00",1,0,0,3,0.725578,"Serie_A","2024","AC Milan"
"h",2.26348,1.61126,2.26348,1.61126,11.9545454545455,24.875,12,9,1,1,1.8317,"d","2024-12-29 19:45:00",0,1,0,1,0.65222,"Serie_A","2024","AC Milan"
"h",2.43026,0.308787,2.43026,0.308787,7.1,19.5384615384615,9,2,1,1,2.8021,"d","2025-01-11 19:45:00",0,1,0,1,2.121473,"Serie_A","2024","AC Milan"
"a",1.44061,1.63578,1.44061,1.63578,6.11428571428571,9.03846153846154,5,5,2,1,1.2195,"w","2025-01-14 17:30:00",1,0,0,3,-0.19517,"Serie_A","2024","AC Milan"
"a",1.17816,1.56881,1.17816,1.56881,16.8421052631579,5.6,8,3,0,2,1.0391,"l","2025-01-18 17:00:00",0,0,1,0,-0.39065,"Serie_A","2024","AC Milan"
"h",2.7112,1.85515,1.9499,1.85515,8.38095238095238,20.8461538461538,11,6,3,2,2.0219,"w","2025-01-26 11:30:00",1,0,0,3,0.0947499999999999,"Serie_A","2024","AC Milan"
"h",1.04439,1.98309,1.04439,1.98309,15.8695652173913,10.6315789473684,4,11,1,1,0.6669,"d","2025-02-02 17:00:00",0,1,0,1,-0.9387,"Serie_A","2024","AC Milan"
"a",1.90573,0.668788,1.90573,0.668788,7.75,9.46428571428571,9,4,2,0,2.3046,"w","2025-02-08 17:00:00",1,0,0,3,1.236942,"Serie_A","2024","AC Milan"
"h",1.8755,0.372202,1.8755,0.372202,4.41176470588235,13.5238095238095,11,3,1,0,2.5381,"w","2025-02-15 19:45:00",1,0,0,3,1.503298,"Serie_A","2024","AC Milan"
"a",2.18445,0.556583,1.42315,0.556583,11.4615384615385,15.4375,5,2,1,2,2.5364,"l","2025-02-22 17:00:00",0,0,1,0,0.866567,"Serie_A","2024","AC Milan"
"a",1.55538,2.31992,1.55538,2.31992,11.0416666666667,7.22222222222222,4,5,1,2,0.8182,"l","2025-02-27 19:45:00",0,0,1,0,-0.76454,"Serie_A","2024","AC Milan"
"h",1.28991,2.53115,1.28991,1.76985,9.16,21,14,9,1,2,0.5831,"l","2025-03-02 19:45:00",0,0,1,0,-0.47994,"Serie_A","2024","AC Milan"
"a",3.27991,1.1897,2.51861,1.1897,11.6,14.9545454545455,8,6,3,2,2.6525,"w","2025-03-08 17:00:00",1,0,0,3,1.32891,"Serie_A","2024","AC Milan"
"h",1.72803,1.35523,1.72803,1.35523,9.30769230769231,8.30769230769231,5,15,2,1,1.6802,"w","2025-03-15 17:00:00",1,0,0,3,0.3728,"Serie_A","2024","AC Milan"
"a",2.25619,0.945094,1.49489,0.945094,21.8,16.0666666666667,8,6,1,2,2.3519,"l","2025-03-30 19:45:00",0,0,1,0,0.549796,"Serie_A","2024","AC Milan"
"h",2.17819,3.04937,2.17819,3.04937,12.45,14.3888888888889,11,7,2,2,0.8321,"d","2025-04-05 18:45:00",0,1,0,1,-0.87118,"Serie_A","2024","AC Milan"
"a",2.49634,0.644579,2.49634,0.644579,31.2222222222222,12.6315789473684,4,5,4,0,2.6764,"w","2025-04-11 18:45:00",1,0,0,3,1.851761,"Serie_A","2024","AC Milan"
"h",0.495327,2.07826,0.495327,2.07826,23.8333333333333,18.9411764705882,6,10,0,1,0.2533,"l","2025-04-20 18:45:00",0,0,1,0,-1.582933,"Serie_A","2024","AC Milan"
"a",1.466,1.00629,1.466,1.00629,11.25,7.71428571428571,5,12,2,0,1.7161,"w","2025-04-27 10:30:00",1,0,0,3,0.45971,"Serie_A","2024","AC Milan"
"a",1.29954,0.54789,1.29954,0.54789,14.1538461538462,11.5,5,2,2,1,2.0804,"w","2025-05-05 18:45:00",1,0,0,3,0.75165,"Serie_A","2024","AC Milan"
"h",1.55343,0.361364,1.55343,0.361364,35.5,10.0689655172414,5,3,3,1,2.3849,"w","2025-05-09 18:45:00",1,0,0,3,1.192066,"Serie_A","2024","AC Milan"
